Temperature (K),Grain Size (nm),Fe %,Ni %,Cr %,Co %,Cu %,Strain Rate (Strain/ps),Young's Modulus (GPa),Yield Strength (MPa),Ultimate Tensile Strength (MPa)
300,12.6,0.21,0.16,0.21,0.21,0.21,0.04,161,3533,8407
300,12.6,0.205,0.18,0.205,0.205,0.205,0.04,165,3439,8508
300,12.6,0.195,0.22,0.195,0.195,0.195,0.04,165,3809,8637
300,12.6,0.19,0.24,0.19,0.19,0.19,0.04,165,3894,8744
300,12.6,0.185,0.26,0.185,0.185,0.185,0.04,167,3879,8826
300,12.6,0.18,0.28,0.18,0.18,0.18,0.04,171,3833,8915
300,12.6,0.175,0.3,0.175,0.175,0.175,0.04,171,3845,8907
300,12.6,0.225,0.225,0.1,0.225,0.225,0.04,163,3641,8661
300,12.6,0.22,0.22,0.12,0.22,0.22,0.04,159,3879,8558
300,12.6,0.215,0.215,0.14,0.215,0.215,0.04,161,3801,8555
300,12.6,0.21,0.21,0.16,0.21,0.21,0.04,164,3668,8577
300,12.6,0.205,0.205,0.18,0.205,0.205,0.04,163,3766,8638
300,12.6,0.195,0.195,0.22,0.195,0.195,0.04,165,3499,8556
300,12.6,0.19,0.19,0.24,0.19,0.19,0.04,165,3702,8583
300,12.6,0.185,0.185,0.26,0.185,0.185,0.04,166,3592,8617
300,12.6,0.18,0.18,0.28,0.18,0.18,0.04,165,3679,8586
300,12.6,0.175,0.175,0.3,0.175,0.175,0.04,166,3646,8553
300,12.6,0.225,0.225,0.225,0.1,0.225,0.04,163,3512,8916
300,12.6,0.22,0.22,0.22,0.12,0.22,0.04,164,3596,8800
300,12.6,0.215,0.215,0.215,0.14,0.215,0.04,163,3583,8812
300,12.6,0.21,0.21,0.21,0.16,0.21,0.04,163,3582,8682
300,12.6,0.205,0.205,0.205,0.18,0.205,0.04,162,3758,8654
300,12.6,0.195,0.195,0.195,0.22,0.195,0.04,164,3683,8570
300,12.6,0.19,0.19,0.19,0.24,0.19,0.04,164,3682,8429
300,12.6,0.185,0.185,0.185,0.26,0.185,0.04,165,3690,8376
300,12.6,0.18,0.18,0.18,0.28,0.18,0.04,165,3757,8324
300,12.6,0.175,0.175,0.175,0.3,0.175,0.04,168,3633,8287
300,12.6,0.225,0.225,0.225,0.225,0.1,0.04,170,3933,8848
300,12.6,0.22,0.22,0.22,0.22,0.12,0.04,168,3914,8721
300,12.6,0.215,0.215,0.215,0.215,0.14,0.04,168,3825,8744
300,12.6,0.21,0.21,0.21,0.21,0.16,0.04,170,3534,8671
300,12.6,0.205,0.205,0.205,0.205,0.18,0.04,165,3699,8636
300,12.6,0.195,0.195,0.195,0.195,0.22,0.04,161,3667,8612
300,12.6,0.19,0.19,0.19,0.19,0.24,0.04,158,3845,8457
300,12.6,0.185,0.185,0.185,0.185,0.26,0.04,163,3438,8419
300,12.6,0.18,0.18,0.18,0.18,0.28,0.04,157,3517,8279
300,12.6,0.175,0.175,0.175,0.175,0.3,0.04,156,3547,8249
400,17.2,0.1,0.225,0.225,0.225,0.225,0.04,181,5136,9372
400,17.2,0.12,0.22,0.22,0.22,0.22,0.04,180,5114,9350
400,17.2,0.14,0.215,0.215,0.215,0.215,0.04,179,5081,9458
400,17.2,0.16,0.21,0.21,0.21,0.21,0.04,178,5123,9495
400,17.2,0.18,0.205,0.205,0.205,0.205,0.04,182,4662,9593
400,17.2,0.2,0.2,0.2,0.2,0.2,0.04,177,4964,9628
400,17.2,0.22,0.195,0.195,0.195,0.195,0.04,174,5086,9691
400,17.2,0.24,0.19,0.19,0.19,0.19,0.04,176,4925,9780
400,17.2,0.26,0.185,0.185,0.185,0.185,0.04,178,4756,9880
400,17.2,0.28,0.18,0.18,0.18,0.18,0.04,172,5016,9832
400,17.2,0.3,0.175,0.175,0.175,0.175,0.04,175,4676,9980
400,17.2,0.225,0.1,0.225,0.225,0.225,0.04,168,4706,9215
400,17.2,0.22,0.12,0.22,0.22,0.22,0.04,169,4864,9246
400,17.2,0.215,0.14,0.215,0.215,0.215,0.04,173,4716,9307
400,17.2,0.21,0.16,0.21,0.21,0.21,0.04,172,4961,9461
400,17.2,0.205,0.18,0.205,0.205,0.205,0.04,176,4854,9571
400,17.2,0.195,0.22,0.195,0.195,0.195,0.04,179,5072,9683
400,17.2,0.19,0.24,0.19,0.19,0.19,0.04,180,5050,9770
400,17.2,0.185,0.26,0.185,0.185,0.185,0.04,183,5113,9866
400,17.2,0.18,0.28,0.18,0.18,0.18,0.04,184,5219,10021
400,17.2,0.175,0.3,0.175,0.175,0.175,0.04,185,5196,10012
400,17.2,0.225,0.225,0.1,0.225,0.225,0.04,176,4847,9522
400,17.2,0.22,0.22,0.12,0.22,0.22,0.04,174,5006,9593
400,17.2,0.215,0.215,0.14,0.215,0.215,0.04,176,4868,9625
400,17.2,0.21,0.21,0.16,0.21,0.21,0.04,176,5010,9592
400,17.2,0.205,0.205,0.18,0.205,0.205,0.04,175,4988,9604
400,17.2,0.195,0.195,0.22,0.195,0.195,0.04,182,4592,9614
400,17.2,0.19,0.19,0.24,0.19,0.19,0.04,176,5144,9599
400,17.2,0.185,0.185,0.26,0.185,0.185,0.04,180,4969,9641
400,17.2,0.18,0.18,0.28,0.18,0.18,0.04,180,4887,9675
400,17.2,0.175,0.175,0.3,0.175,0.175,0.04,183,4769,9694
400,17.2,0.225,0.225,0.225,0.1,0.225,0.04,173,4986,9954
400,17.2,0.22,0.22,0.22,0.12,0.22,0.04,173,5103,9889
400,17.2,0.215,0.215,0.215,0.14,0.215,0.04,176,4855,9819
400,17.2,0.21,0.21,0.21,0.16,0.21,0.04,177,4937,9728
400,17.2,0.205,0.205,0.205,0.18,0.205,0.04,174,5087,9716
400,17.2,0.195,0.195,0.195,0.22,0.195,0.04,178,4978,9574
400,17.2,0.19,0.19,0.19,0.24,0.19,0.04,181,4778,9470
400,17.2,0.185,0.185,0.185,0.26,0.185,0.04,179,5074,9399
400,17.2,0.18,0.18,0.18,0.28,0.18,0.04,179,5139,9374
400,17.2,0.175,0.175,0.175,0.3,0.175,0.04,182,4885,9274
400,17.2,0.225,0.225,0.225,0.225,0.1,0.04,186,5281,10012
400,17.2,0.22,0.22,0.22,0.22,0.12,0.04,194,5362,10098
400,17.2,0.215,0.215,0.215,0.215,0.14,0.04,183,5133,9903
400,17.2,0.21,0.21,0.21,0.21,0.16,0.04,184,4866,9811
400,17.2,0.205,0.205,0.205,0.205,0.18,0.04,181,4860,9639
400,17.2,0.195,0.195,0.195,0.195,0.22,0.04,175,4906,9477
400,17.2,0.19,0.19,0.19,0.19,0.24,0.04,175,4632,9420
400,17.2,0.185,0.185,0.185,0.185,0.26,0.04,179,5024,9287
400,17.2,0.18,0.18,0.18,0.18,0.28,0.04,170,4758,9235
400,17.2,0.175,0.175,0.175,0.175,0.3,0.04,168,4634,9127
400,14.3,0.1,0.225,0.225,0.225,0.225,0.04,167,3946,8560
400,14.3,0.12,0.22,0.22,0.22,0.22,0.04,161,4321,8557
400,14.3,0.14,0.215,0.215,0.215,0.215,0.04,159,4452,8601
400,14.3,0.16,0.21,0.21,0.21,0.21,0.04,162,4153,8669
400,14.3,0.18,0.205,0.205,0.205,0.205,0.04,162,4016,8769
400,14.3,0.2,0.2,0.2,0.2,0.2,0.04,161,4054,8832
400,14.3,0.22,0.195,0.195,0.195,0.195,0.04,159,4181,8866
400,14.3,0.24,0.19,0.19,0.19,0.19,0.04,156,4373,8912
400,14.3,0.26,0.185,0.185,0.185,0.185,0.04,159,4000,8951
400,14.3,0.28,0.18,0.18,0.18,0.18,0.04,156,4126,8972
400,14.3,0.3,0.175,0.175,0.175,0.175,0.04,155,4259,9073
400,14.3,0.225,0.1,0.225,0.225,0.225,0.04,151,3934,8486
400,14.3,0.22,0.12,0.22,0.22,0.22,0.04,155,3835,8583
400,14.3,0.215,0.14,0.215,0.215,0.215,0.04,156,3996,8599
400,14.3,0.21,0.16,0.21,0.21,0.21,0.04,156,4167,8659
400,14.3,0.205,0.18,0.205,0.205,0.205,0.04,159,4005,8750
400,14.3,0.195,0.22,0.195,0.195,0.195,0.04,166,3929,8847
400,14.3,0.19,0.24,0.19,0.19,0.19,0.04,167,3996,8955
400,14.3,0.185,0.26,0.185,0.185,0.185,0.04,166,4246,8980
400,14.3,0.18,0.28,0.18,0.18,0.18,0.04,167,4207,9038
400,14.3,0.175,0.3,0.175,0.175,0.175,0.04,170,4221,9144
400,14.3,0.225,0.225,0.1,0.225,0.225,0.04,158,4171,8787
400,14.3,0.22,0.22,0.12,0.22,0.22,0.04,158,4304,8791
400,14.3,0.215,0.215,0.14,0.215,0.215,0.04,159,4122,8826
400,14.3,0.21,0.21,0.16,0.21,0.21,0.04,159,4246,8776
400,14.3,0.205,0.205,0.18,0.205,0.205,0.04,159,4188,8816
400,14.3,0.195,0.195,0.22,0.195,0.195,0.04,158,4359,8814
400,14.3,0.19,0.19,0.24,0.19,0.19,0.04,162,4090,8845
400,14.3,0.185,0.185,0.26,0.185,0.185,0.04,166,3907,8769
400,14.3,0.18,0.18,0.28,0.18,0.18,0.04,166,3974,8854
400,14.3,0.175,0.175,0.3,0.175,0.175,0.04,161,4314,8772
400,14.3,0.225,0.225,0.225,0.1,0.225,0.04,157,4315,9162
400,14.3,0.22,0.22,0.22,0.12,0.22,0.04,160,4023,9064
400,14.3,0.215,0.215,0.215,0.14,0.215,0.04,162,3839,8987
400,14.3,0.21,0.21,0.21,0.16,0.21,0.04,161,4056,8971
400,14.3,0.205,0.205,0.205,0.18,0.205,0.04,159,4246,8895
400,14.3,0.195,0.195,0.195,0.22,0.195,0.04,160,4174,8737
400,14.3,0.19,0.19,0.19,0.24,0.19,0.04,161,4129,8705
400,14.3,0.185,0.185,0.185,0.26,0.185,0.04,163,4103,8469
400,14.3,0.18,0.18,0.18,0.28,0.18,0.04,161,4312,8475
400,14.3,0.175,0.175,0.175,0.3,0.175,0.04,162,4140,8376
400,14.3,0.225,0.225,0.225,0.225,0.1,0.04,170,4216,9042
400,14.3,0.22,0.22,0.22,0.22,0.12,0.04,168,4305,8913
400,14.3,0.215,0.215,0.215,0.215,0.14,0.04,167,4206,8973
400,14.3,0.21,0.21,0.21,0.21,0.16,0.04,164,4192,8931
400,14.3,0.205,0.205,0.205,0.205,0.18,0.04,160,4291,8861
400,14.3,0.195,0.195,0.195,0.195,0.22,0.04,158,4127,8749
400,14.3,0.19,0.19,0.19,0.19,0.24,0.04,158,3919,8685
400,14.3,0.185,0.185,0.185,0.185,0.26,0.04,156,3941,8596
400,14.3,0.18,0.18,0.18,0.18,0.28,0.04,152,4070,8573
400,14.3,0.175,0.175,0.175,0.175,0.3,0.04,151,3882,8464
400,12.6,0.1,0.225,0.225,0.225,0.225,0.04,161,3881,8165
400,12.6,0.12,0.22,0.22,0.22,0.22,0.04,159,4070,8213
400,12.6,0.14,0.215,0.215,0.215,0.215,0.04,161,3876,8281
400,12.6,0.16,0.21,0.21,0.21,0.21,0.04,162,3696,8295
400,12.6,0.18,0.205,0.205,0.205,0.205,0.04,165,3503,8379
400,12.6,0.2,0.2,0.2,0.2,0.2,0.04,159,3760,8421
400,12.6,0.22,0.195,0.195,0.195,0.195,0.04,162,3629,8488
400,12.6,0.24,0.19,0.19,0.19,0.19,0.04,159,3695,8564
400,12.6,0.26,0.185,0.185,0.185,0.185,0.04,162,3568,8588
400,12.6,0.28,0.18,0.18,0.18,0.18,0.04,156,3810,8611
400,12.6,0.3,0.175,0.175,0.175,0.175,0.04,158,3721,8711
400,12.6,0.225,0.1,0.225,0.225,0.225,0.04,151,3607,8053
400,12.6,0.22,0.12,0.22,0.22,0.22,0.04,154,3568,8102
400,12.6,0.215,0.14,0.215,0.215,0.215,0.04,158,3484,8146
400,12.6,0.21,0.16,0.21,0.21,0.21,0.04,155,3714,8251
400,12.6,0.205,0.18,0.205,0.205,0.205,0.04,157,3881,8351
400,12.6,0.195,0.22,0.195,0.195,0.195,0.04,162,3871,8475
400,12.6,0.19,0.24,0.19,0.19,0.19,0.04,165,3705,8504
400,12.6,0.185,0.26,0.185,0.185,0.185,0.04,165,3888,8527
400,12.6,0.18,0.28,0.18,0.18,0.18,0.04,163,4042,8648
400,12.6,0.175,0.3,0.175,0.175,0.175,0.04,169,3854,8759
400,12.6,0.225,0.225,0.1,0.225,0.225,0.04,154,4003,8465
400,12.6,0.22,0.22,0.12,0.22,0.22,0.04,161,3669,8434
400,12.6,0.215,0.215,0.14,0.215,0.215,0.04,159,3815,8409
400,12.6,0.21,0.21,0.16,0.21,0.21,0.04,157,3904,8393
400,12.6,0.205,0.205,0.18,0.205,0.205,0.04,160,3645,8379
400,12.6,0.195,0.195,0.22,0.195,0.195,0.04,158,3806,8414
400,12.6,0.19,0.19,0.24,0.19,0.19,0.04,159,3930,8439
400,12.6,0.185,0.185,0.26,0.185,0.185,0.04,157,4014,8374
400,12.6,0.18,0.18,0.28,0.18,0.18,0.04,160,3782,8378
400,12.6,0.175,0.175,0.3,0.175,0.175,0.04,161,3805,8361
400,12.6,0.225,0.225,0.225,0.1,0.225,0.04,156,3922,8776
400,12.6,0.22,0.22,0.22,0.12,0.22,0.04,155,3920,8648
400,12.6,0.215,0.215,0.215,0.14,0.215,0.04,159,3752,8701
400,12.6,0.21,0.21,0.21,0.16,0.21,0.04,155,4039,8538
400,12.6,0.205,0.205,0.205,0.18,0.205,0.04,159,3884,8471
400,12.6,0.195,0.195,0.195,0.22,0.195,0.04,158,3985,8352
400,12.6,0.19,0.19,0.19,0.24,0.19,0.04,161,3738,8270
400,12.6,0.185,0.185,0.185,0.26,0.185,0.04,161,3684,8134
400,12.6,0.18,0.18,0.18,0.28,0.18,0.04,160,3913,8100
400,12.6,0.175,0.175,0.175,0.3,0.175,0.04,163,3780,8077
400,12.6,0.225,0.225,0.225,0.225,0.1,0.04,167,4019,8654
400,12.6,0.22,0.22,0.22,0.22,0.12,0.04,165,3949,8640
400,12.6,0.215,0.215,0.215,0.215,0.14,0.04,165,3875,8564
400,12.6,0.21,0.21,0.21,0.21,0.16,0.04,164,3855,8594
400,12.6,0.205,0.205,0.205,0.205,0.18,0.04,164,3677,8374
400,12.6,0.195,0.195,0.195,0.195,0.22,0.04,157,3760,8391
400,12.6,0.19,0.19,0.19,0.19,0.24,0.04,155,3787,8275
400,12.6,0.185,0.185,0.185,0.185,0.26,0.04,154,3699,8234
400,12.6,0.18,0.18,0.18,0.18,0.28,0.04,152,3715,8171
400,12.6,0.175,0.175,0.175,0.175,0.3,0.04,150,3768,8085
